"nombres","apellidos","numero.lista","corporacion","partido","genero","nacimiento","tiempo.congreso","La.eutanasia","El.sexo.antes.del.matrimonio","El.matrimonio.homosexual","El.divorcio","El.consumo.de.marihuana","El.aborto","Estatuto.de.la.Ciudadanía.Juvenil","Justicia.Penal.Militar..Fuero.Militar","Reforma.a.la.Justicia.Ejecutivo","Implementación.del.TLC.con.Estados.Unidos..Ley.Lleras.2.0","Ley.estatutaria.de.reforma.a.la.salud"
"César Augusto","López Morales","106","Representante a la Cámara","Liberal Colombiano","M",1974,0,"agree","agree","","","disagree","",NA,NA,NA,NA,NA
"Ariel de Jesus","Lopez Moron","102","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Yamir Oswaldo","López Peña","102","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"José","López Posada","103","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Maribel","Lopez Quintero","104","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Emma Doris","López Rodríguez","102","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ramón Elías","López Sabogal","054","Senador de la República","Centro Democrático","M",NA,4,"","","disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Sigifredo","López Tobón","009","Senador de la República","Liberal Colombiano","M",1963,0,"","","","","","agree",NA,NA,NA,NA,NA
"Leonardo","Lopez Valdes","103","Representante a la Cámara","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luis Diofante","Lorduy Hernández","101","Representante a la Cámara","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Juan Carlos","Losada Vargas","102","Representante a la Cámara","Liberal Colombiano","M",1979,0,"","","","","","",NA,NA,NA,NA,NA
"José Alberto","Lozada Pinedo","102","Representante a la Cámara","Opción Ciudadana","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jaime Felipe","Lozada Polanco","102","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Juan Ricardo ""Alerta""","Lozano Amaya","069","Senador de la República","Liberal Colombiano","M",NA,0,"","","agree","","agree","agree",NA,NA,NA,NA,NA
"Herman Emilio","Lozano Báez","097","Senador de la República","Alianza Verde","M",1946,0,NA,NA,"","","","",NA,NA,NA,NA,NA
"Fabio Jesus","Lozano Castillo","302","Representante a la Cámara","Sí Se Puede","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Angélica","Lozano Correa","110","Representante a la Cámara","Alianza Verde","F",1976,0,NA,NA,"agree","agree","disagree","agree",NA,NA,NA,NA,NA
"Franklin del Cristo","Lozano de la Ossa","101","Representante a la Cámara","Opción Ciudadana","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carlos","Lozano Guillen","38","Senador de la República","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carlos Aníbal","Lozano Lozano","50","Senador de la República","Cambio Radical","M",1979,0,"agree","agree","agree","agree","agree","agree",NA,NA,NA,NA,NA
"Efraín","Lozano Medina","102","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Esperanza","Lozano Mosquera","103","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Johnn Harold ","Lozano Prado","302","Representante a la Cámara","Fundación Afrocolombianos en Acción","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ingrid Esperanza","Lugo Díaz","31","Senador de la República","Cambio Radical","F",1970,0,"","","","","disagree","disagree",NA,NA,NA,NA,NA
"Armando","Lugo Martínez","029","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"José de Jesús","Luján Zapata","36","Senador de la República","Alianza Verde","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Diego","Maca Yandis","103","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Xiomara de Jesús","Macías Blanco","104","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ernesto","Macías Tovar","15","Senador de la República","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Andrea Liliana","Madrid Davila","45","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ana Lucia","Madrid Hodeg","102","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jorge Alberto","Maestre Maya","103","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Maria del Rosario","Maldonado Robayo","106","Representante a la Cámara","MIRA","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Galé","Mallol Agudelo","103","Representante a la Cámara","Liberal Colombiano","F",1979,0,"agree","agree","agree","agree","disagree","agree",NA,NA,NA,NA,NA
"Julio Cesar","Mancera-Acosta","025","Senador de la República","Polo Democrático Alternativo","M",1972,0,"agree","agree","agree","agree","","agree",NA,NA,NA,NA,NA
"José Fernando","Mancera Tabares","102","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Maria Gisella","Manrique Borrero","53","Senador de la República","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Óscar Orlando","Manríque Díaz","108","Representante a la Cámara","Polo Democrático Alternativo","M",1979,0,"","","","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Faustina","Manrique Ramírez","35","Senador de la República","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Viviana","Manrique Zuluaga","35","Senador de la República","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jenny Margarita","Mansur Camargo","403","Representante a la Cámara","Alianza Social Independiente","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ludwing","Mantilla Castro","105","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jairo","Mantilla Colmenares","098","Senador de la República","Liberal Colombiano","M",1955,1,"","","disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Elida","Manzano García","50","Senador de la República","Polo Democrático Alternativo","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rosa Emilia ","Marchena Anaya","104","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Hernan Dario","Marciglia Pérez","117","Representante a la Cámara","MIRA","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Gloria","Marín Castaño","107","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"José Ferney","Marín García","103","Representante a la Cámara","MIRA","M",1971,0,"",NA,"disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Carlos Mario","Marín Ossa","104","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Mónica","Marin Peñuela","19","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ángela María","Marín Valencia","103","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Elsy Maria","Marmolejo García","106","Representante a la Cámara","Cambio Radical","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Guillermo Francisco ","Marquez Caceres","101","Representante a la Cámara","Union Patriotica - Up","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"José Carmen Julio","Márquez Chía","106","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"José Omar","Marroquín Sánchez","057","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Francisco Javier","Marrugo Zambrano","20","Senador de la República","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Arnoldo","Martha Reuto","103","Representante a la Cámara","Autoridades Indígenas de Colombia AICO","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Maritza","Martínez Aristizábal","6","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","F",1968,4,"","","","","","","","agree","","disagree",""
"Eduardo Antonio","Martínez Blanco","103","Representante a la Cámara","MIRA","M",NA,0,"",NA,"","","","",NA,NA,NA,NA,NA
"Pablo Emilio","Martínez Blanco","101","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Javier Elías","Martínez Cabello","102","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Édgar","Martínez Castillo","103","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alfredo Rafael ","Martinez Epiayu","201","Senador de la República","Comunidad Indígena De Barrancón","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Margarita","Martínez Garzón","115","Representante a la Cámara","Conservador Colombiano","F",NA,0,NA,NA,"disagree","","disagree","",NA,NA,NA,NA,NA
"Herman","Martinez Gomez","112","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Marcelino","Martínez González","105","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Juan Carlos","Martinez Gutierrez","101","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","M",1964,4,NA,"","","","","",NA,"","agree",NA,"agree"
"Eufemia","Martinez Guzman","107","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Víctor Emiro","Martínez Hernández","102","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Sebastian","Martinez Ladino","10","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Nayibe del Carmen","Martínez Medina","103","Representante a la Cámara","MIRA","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luz Esperanza","Martinez Mora","106","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Adolfo León","Martínez Muñoz","111","Representante a la Cámara","Alianza Social Independiente","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Edgardo Rafael ","Martinez Pareja","78","Senador de la República","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Sory Anyull","Martinez Parra","104","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"William","Martinez Perez","103","Representante a la Cámara","Movimiento de Inclusión y Oportunidades - MIO","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Bisneyder","Martínez Rentería","101","Representante a la Cámara","Alianza Verde","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"César Eugenio","Martínez Restrepo","104","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Euler Aldemar","Martinez Rodriguez","105","Representante a la Cámara","Opción Ciudadana","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rosmery","Martínez Rosales ","009","Representante a la Cámara","Cambio Radical","F",1963,12,"","","","","","",NA,"agree","agree",NA,"disagree"
"Alfonso Jose ","Martinez Salazar","105","Representante a la Cámara","Cambio Radical","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Diego Fernando","Martínez Sánchez","106","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Raúl Heráclito","Martínez Sánchez","40","Senador de la República","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Nancy Yamile","Martínez Torres","102","Representante a la Cámara","MIRA","F",NA,0,"",NA,"disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Elinda Patricia ","Martinez Urrego","110","Representante a la Cámara","Opción Ciudadana","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Felix Eduardo","Martinez Vargas","104","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Norbey","Marulanda Muñoz","103","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Stevenson","Marulanda Plata","011","Senador de la República","Cambio Radical","M",1952,0,"",NA,"","","","",NA,NA,NA,NA,NA
"Judy Cecilia ","Matera Lajud","82","Senador de la República","Centro Democrático","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Angela Tayira","Mateus Gomez","084","Senador de la República","Liberal Colombiano","F",1977,0,"agree","agree","agree","agree","agree","agree",NA,NA,NA,NA,NA
"Manuel de Jesús","Mateus López","106","Representante a la Cámara","MIRA","M",2013,0,"","","","","","",NA,NA,NA,NA,NA
"Alfonso Enrique","Mattos Barrero","008","Senador de la República","Cambio Radical","M",NA,4,"",NA,"","","","",NA,NA,NA,NA,NA
"Gustavo Adolfo","Mattos Pérez","53","Senador de la República","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Doris Cecilia ","Maturana Gutiérrez","103","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Neifer Xavier","Matute Navarro","60","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carlos Alejandro","Maya Aguirre","79","Senador de la República","Liberal Colombiano","M",1949,0,"","","","","","",NA,NA,NA,NA,NA
"Maria Alejandra","Maya Eraso","098","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"José Guillermo","Maya Garzón","102","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"José Luis","Mayorca Castilla","077","Senador de la República","Liberal Colombiano","M",NA,0,"","","disagree","","","agree",NA,NA,NA,NA,NA
"Valerio","Maza Espinosa","24","Senador de la República","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Lacides","Mazuera Sanchez","13","Senador de la República","MIRA","M",1955,0,"disagree","disagree","disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Carlos Francisco","Medina","106","Representante a la Cámara","Polo Democrático Alternativo","M",1966,0,"","","","","","",NA,NA,NA,NA,NA
"Mario","Medina Alzate","101","Representante a la Cámara","Opción Ciudadana","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Claudia Liliana","Medina Martinez","22","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"German","Medina Scarpetta","111","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Nelsa","Medrano Rada","103","Representante a la Cámara","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Juan Esteban","Mejía Arboleda","049","Senador de la República","Cambio Radical","M",NA,0,NA,NA,"","","","",NA,NA,NA,NA,NA
"Juan Carlos","Mejia Cabeza","102","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jorge Luis ","Mejia Herrera","103","Representante a la Cámara","Autoridades Indígenas de Colombia AICO","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Francisco Jose ","Mejia Sendoya","101","Representante a la Cámara","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Adil Jose ","Melendez Marquez","302","Representante a la Cámara","Corporación Poder Ciudadano","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Raymundo Elías","Méndez Bechara","105","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","M",1977,4,NA,"","","","","",NA,"","",NA,"agree"
"Jorge Armando","Mendieta Poveda","040","Senador de la República","Conservador Colombiano","M",1955,4,"","","disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Jorge Luis","Mendoza Barrios","103","Representante a la Cámara","Conservador Colombiano","M",NA,0,NA,NA,"","","","",NA,NA,NA,NA,NA
"Vanessa Alexandra","Mendoza Bustos","303","Representante a la Cámara","Consejo Comunitario de los Corregimientos de San Antonio y El Castillo","F",1981,0,NA,NA,"disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Jefferson Andres","Mendoza Gomez","106","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Maria Victoria","Mendoza Hinestroza","301","Representante a la Cámara","Corporación Nelson Mandela Cormandela","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luis Alberto","Mendoza Periñán","101","Representante a la Cámara","Polo Democrático Alternativo","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Juan Carlos","Mendoza Rendon","103","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jesus Ernesto ","Mendoza Vargas","102","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Tomás Alberto","Mendoza Villegas","046","Senador de la República","Liberal Colombiano","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Pedro Manuel","Mercado Utria","303","Representante a la Cámara","Fundación para el Desarrollo Integral del Afrodescendiente Fundiafro","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Marilyn Geovanna ","Merchancano Lopez","105","Representante a la Cámara","Centro Democrático","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Juan Samy","Merheg Marún","45","Senador de la República","Conservador Colombiano","M",1967,4,"","","","","","","agree","agree","","agree","agree"
"Aida","Merlano Rebolledo","102","Representante a la Cámara","Conservador Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"José Ignacio","Mesa Betancur","101","Representante a la Cámara","Cambio Radical","M",1966,12,"","","","","","",NA,"agree","disagree",NA,"agree"
"Mario","Mesa Chindicue","205","Representante a la Cámara","Movimiento Unidad Indígena y Popular por Colombia MUIPC","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"José Milton","Mesa Duarte","036","Senador de la República","Polo Democrático Alternativo","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"José Silvio","Mesa Idarraga","101","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"César Augusto","Mesa Jiménez","102","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alexandra","Mesa León","27","Senador de la República","Cambio Radical","F",1971,0,"","disagree","disagree","","disagree","disagree",NA,NA,NA,NA,NA
"Jesus Gabriel ","Mestre Estrada","103","Representante a la Cámara","Cambio Radical","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alejandro","Meza Cardales","50","Senador de la República","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Victor Andres ","Meza Galvan","103","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Hugo Euclides","Meza Jiménez","102","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Lisandro","Meza Márquez","103","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Geraldo Rafael ","Meza Valdes","97","Senador de la República","Conservador Colombiano","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alan Guillermo","Micolta Gacharna","38","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Edgar Solier","Millares Escamilla","105","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jorge Iván","Mina Lasso","112","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"John Mauricio ","Mina Mera","303","Representante a la Cámara","Fundación Afrocolombianos en Acción","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"William","Mina Vivas","301","Representante a la Cámara","E.A.T. Botica Comunitaria del Valle del Cauca","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"German ","Miranda Lozano","101","Representante a la Cámara","Movimiento Político Cien por Ciento por Colombia","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jose Abigail","Miranda Virguez","36","Senador de la República","Liberal Colombiano","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jose Carlos ","Mizger Pacheco","103","Representante a la Cámara","Movimiento Político Cien por Ciento por Colombia","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Celestino","Mojica Peña","106","Representante a la Cámara","Opción Ciudadana","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Lyda Ingrid Marcela","Molano Casiano","073","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ruben Dario ","Molano Piñeros","101","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rafael Ignacio","Molina Arango","112","Representante a la Cámara","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jairo Alfonso","Molina Arevalo","64","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jose Carlos ","Molina Becerra","101","Representante a la Cámara","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jose","Molina Caviedes","103","Representante a la Cámara","Opción Ciudadana","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"John Eduardo","Molina Figueroa","102","Representante a la Cámara","Movimiento Político Cien por Ciento por Colombia","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jesus Humberto ","Molina Giraldo","85","Senador de la República","Alianza Verde","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"José Genaro","Molina Porras","103","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alfredo Guillermo","Molina Triana","104","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","M",1970,4,"","","","","","",NA,"","agree",NA,"agree"
"Gustavo Guillermo","Moncayo Rincón","032","Senador de la República","Liberal Colombiano","M",NA,0,"","","disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Jose Maria","Moncayo Rosero","105","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carmen Cecilia","Monroy Castillo","93","Senador de la República","Cambio Radical","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Laureano","Monroy Fuertes","118","Representante a la Cámara","Union Patriotica - Up","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Marlon","Monsalve Ascanio","101","Representante a la Cámara","Alianza Verde","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Walter","Monsalve Valencia","102","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
