"número","departamento","corporación","partido","nombre"
"84","cundinamarca","senado","partido cambio radical","aida lilia hipus de tachira"
"85","cundinamarca","senado","partido cambio radical","ricardo de leon campos rios"
"86","cundinamarca","senado","partido cambio radical","martha patricia pedreros colmenares"
"87","cundinamarca","senado","partido cambio radical","alejandrina  chacon arevalo"
"88","cundinamarca","senado","partido cambio radical","jose francisco garcia calume"
"89","cundinamarca","senado","partido cambio radical","yenny rocio riveros sierra"
"90","cundinamarca","senado","partido cambio radical","john edwar mosquera hurtado"
"91","cundinamarca","senado","partido cambio radical","martha isabel acosta angulo"
"92","cundinamarca","senado","partido cambio radical","edwin yobany vivas perez"
"93","cundinamarca","senado","partido cambio radical","carmen cecilia monroy castillo"
"94","cundinamarca","senado","partido cambio radical","harrinsong megorks stayfersh ospina barraga"
"95","cundinamarca","senado","partido cambio radical","martha ruth riveros monje"
"96","cundinamarca","senado","partido cambio radical","luis eduardo garcia benavides"
"97","cundinamarca","senado","partido cambio radical","yadira edith muñoz marulanda"
"98","cundinamarca","senado","partido cambio radical","bryan  barrera garcia"
"99","cundinamarca","senado","partido cambio radical","luis eduardo diossa arroyave"
"100","cundinamarca","senado","partido cambio radical","german  varon cotrino"
"1","cundinamarca","senado","partido opcion ciudadana","angel alirio moreno mateus"
"2","cundinamarca","senado","partido opcion ciudadana","doris clemencia vega quiroz"
"3","cundinamarca","senado","partido opcion ciudadana","carlos arturo quintero marin"
"4","cundinamarca","senado","partido opcion ciudadana","william alberto rodriguez cabal"
"5","cundinamarca","senado","partido opcion ciudadana","teresita  garcia romero"
"7","cundinamarca","senado","partido opcion ciudadana","nerthink mauricio aguilar hurtado"
"8","cundinamarca","senado","partido opcion ciudadana","heriberto  escobar gonzalez"
"9","cundinamarca","senado","partido opcion ciudadana","gustavo alonso paez merchan"
"10","cundinamarca","senado","partido opcion ciudadana","antonio jose correa jimenez"
"11","cundinamarca","senado","partido opcion ciudadana","jhonny  romero julio"
"12","cundinamarca","senado","partido opcion ciudadana","jorge antonio trujillo sarmiento"
"13","cundinamarca","senado","partido opcion ciudadana","yolanda  arboleda santos"
"14","cundinamarca","senado","partido opcion ciudadana","luis alfonso olmos montalvo"
"15","cundinamarca","senado","partido opcion ciudadana","gilberto  serpa mendoza"
"16","cundinamarca","senado","partido opcion ciudadana","octavio  cardenas pimiento"
"18","cundinamarca","senado","partido opcion ciudadana","ceni jaidith suaza camacho"
"19","cundinamarca","senado","partido opcion ciudadana","nestor gustavo perez roca"
"20","cundinamarca","senado","partido opcion ciudadana","ricardo  herrera correa"
"21","cundinamarca","senado","partido opcion ciudadana","belen maria gallor villa"
"22","cundinamarca","senado","partido opcion ciudadana","leonardo jose cuervo cuervo"
"23","cundinamarca","senado","partido opcion ciudadana","hector  escudero lopez"
"24","cundinamarca","senado","partido opcion ciudadana","fabio  torres novoa"
"25","cundinamarca","senado","partido opcion ciudadana","aniceto  alvarez hurtado"
"26","cundinamarca","senado","partido opcion ciudadana","maria teresa aranda serrano"
"28","cundinamarca","senado","partido opcion ciudadana","ricardo alfonso fajardo bernal"
"30","cundinamarca","senado","partido opcion ciudadana","manuel dimas naranjo gomez"
"32","cundinamarca","senado","partido opcion ciudadana","luz marina diaz diaz"
"33","cundinamarca","senado","partido opcion ciudadana","amparo del pilar zuluaga carvajal"
"35","cundinamarca","senado","partido opcion ciudadana","gloria asceneth guzman suarez"
"40","cundinamarca","senado","partido opcion ciudadana","wilfrido  orobio hernandez"
"44","cundinamarca","senado","partido opcion ciudadana","sandra milena quintero figueredo"
"45","cundinamarca","senado","partido opcion ciudadana","leopoldo  de la rosa ariza"
"50","cundinamarca","senado","partido opcion ciudadana","julio  miguel guerra sotto"
"55","cundinamarca","senado","partido opcion ciudadana","roberto  briceño chirivi"
"60","cundinamarca","senado","partido opcion ciudadana","martha  vasquez garzon"
"64","cundinamarca","senado","partido opcion ciudadana","hugo fernando arce guzman"
"70","cundinamarca","senado","partido opcion ciudadana","marilyn patricia gomez agudelo"
"77","cundinamarca","senado","partido opcion ciudadana","victor  velasquez reyes"
"80","cundinamarca","senado","partido opcion ciudadana","marcela  ramirez acevedo"
"85","cundinamarca","senado","partido opcion ciudadana","efrain  torres plazas"
"90","cundinamarca","senado","partido opcion ciudadana","alba cristina bedoya"
"98","cundinamarca","senado","partido opcion ciudadana","pedro  imitola granados"
"99","cundinamarca","senado","partido opcion ciudadana","eduardo emilio pacheco cuello"
"100","cundinamarca","senado","partido opcion ciudadana","edgar  espindola niño"
"1","cundinamarca","senado","partido alianza verde","antonio jose navarro wolff"
"2","cundinamarca","senado","partido alianza verde","jorge eduardo londoño ulloa"
"3","cundinamarca","senado","partido alianza verde","jorge eliecer  guevara"
"4","cundinamarca","senado","partido alianza verde","araldo antonio lopez herazo"
"5","cundinamarca","senado","partido alianza verde","witney  chavez sanchez"
"6","cundinamarca","senado","partido alianza verde","sandra patricia cruz fontecha"
"7","cundinamarca","senado","partido alianza verde","jonas ricardo romero sanchez"
"8","cundinamarca","senado","partido alianza verde","danilo  villafaña torres"
"9","cundinamarca","senado","partido alianza verde","nestor daniel garcia colorado"
"10","cundinamarca","senado","partido alianza verde","claudia nayibe lopez hernandez"
"11","cundinamarca","senado","partido alianza verde","jorge ivan ospina gomez"
"12","cundinamarca","senado","partido alianza verde","felix jose valera ibañez"
"13","cundinamarca","senado","partido alianza verde","river franklin legro segura"
"14","cundinamarca","senado","partido alianza verde","alvaro  perez vides"
"15","cundinamarca","senado","partido alianza verde","evelio jose daza daza"
"16","cundinamarca","senado","partido alianza verde","natalia  parra osorio"
"17","cundinamarca","senado","partido alianza verde","jorge ignacio garcia gonzalez"
"18","cundinamarca","senado","partido alianza verde","samuel  diaz escandon"
"19","cundinamarca","senado","partido alianza verde","gricerio  perdomo velez"
"20","cundinamarca","senado","partido alianza verde","carmen david quintero gelvez"
"21","cundinamarca","senado","partido alianza verde","pedro jose arenas garcia"
"23","cundinamarca","senado","partido alianza verde","ceferino  mosquera murillo"
"24","cundinamarca","senado","partido alianza verde","fernando de jesus alvarez corredor"
"25","cundinamarca","senado","partido alianza verde","edwin  salcedo vasquez"
"26","cundinamarca","senado","partido alianza verde","erwing reinaldo rodriguez-salah"
"27","cundinamarca","senado","partido alianza verde","marlene  zambrano padilla"
"29","cundinamarca","senado","partido alianza verde","davidson fourier aristizabal guerra"
"30","cundinamarca","senado","partido alianza verde","cesar hernando mahecha"
"31","cundinamarca","senado","partido alianza verde","olimpo nayith ochoa"
"32","cundinamarca","senado","partido alianza verde","elina judith rodriguez aguilar"
"33","cundinamarca","senado","partido alianza verde","horacio  correa garrido"
"34","cundinamarca","senado","partido alianza verde","fernando jose gregorio pernia maldonado"
"35","cundinamarca","senado","partido alianza verde","faustina  manrique ramirez"
"36","cundinamarca","senado","partido alianza verde","jose de jesus lujan zapata"
"37","cundinamarca","senado","partido alianza verde","martha eugenia botero terreros"
"38","cundinamarca","senado","partido alianza verde","carlos arturo lozano guillen"
"39","cundinamarca","senado","partido alianza verde","john jairo giron bermudez"
"40","cundinamarca","senado","partido alianza verde","victor manuel bejarano bustos"
"41","cundinamarca","senado","partido alianza verde","dalia fernanda pineda aguasaco"
"42","cundinamarca","senado","partido alianza verde","lays yessenia mosquera chamorro"
"43","cundinamarca","senado","partido alianza verde","lazaro victor dix sanchez"
"44","cundinamarca","senado","partido alianza verde","jose  bernal garcia"
"45","cundinamarca","senado","partido alianza verde","martha lucia cuellar de sanjuan"
"46","cundinamarca","senado","partido alianza verde","luis fernando aristizabal tabares"
"47","cundinamarca","senado","partido alianza verde","luis fernando olivares rodriguez"
"48","cundinamarca","senado","partido alianza verde","luz fany zambrano soraca"
"49","cundinamarca","senado","partido alianza verde","julio alberto ramirez cruz"
"50","cundinamarca","senado","partido alianza verde","alejandro  meza cardales"
"51","cundinamarca","senado","partido alianza verde","pedro enrique castañeda leon"
"52","cundinamarca","senado","partido alianza verde","silvia patricia valbuena pallares"
"53","cundinamarca","senado","partido alianza verde","engelberto  diaz hurtado"
"54","cundinamarca","senado","partido alianza verde","manuel julian acosta barros"
"55","cundinamarca","senado","partido alianza verde","nini  granadillo gomez"
"56","cundinamarca","senado","partido alianza verde","fabio alberto carrillo botello"
"57","cundinamarca","senado","partido alianza verde","julio cesar ardila"
"58","cundinamarca","senado","partido alianza verde","tarsicio  rivera muñoz"
"59","cundinamarca","senado","partido alianza verde","sergio alfonso gonzalez leon"
"60","cundinamarca","senado","partido alianza verde","francisco fernando covaleda herrera"
"61","cundinamarca","senado","partido alianza verde","doris josefina orjuela peña"
"62","cundinamarca","senado","partido alianza verde","julio rafael arias moreno"
"63","cundinamarca","senado","partido alianza verde","jhon manuel preciado"
"64","cundinamarca","senado","partido alianza verde","juan pablo fernando diaz rubio"
"65","cundinamarca","senado","partido alianza verde","gladys  delgado de rodriguez"
"66","cundinamarca","senado","partido alianza verde","humberto alirio valero mayorga"
"67","cundinamarca","senado","partido alianza verde","ruby  stella morales sierra"
