"MUN","DEP","CL","OIZ","MLR","JMS","EP","BLANCOS","SIN.MARCA","NULOS","POTENCIAL","TOTAL","DANE","GANADOR","VOTOS","BLANCOS.POR.CIENTO","ABTENCION"
"TAMINANGO","Nariño",667,418,798,2279,117,152,19,63,13277,4513,"52786","JMS",4513,3.36804786173277,66.0088875498983
"TANGUA","Nariño",463,711,368,1793,156,125,19,73,9114,3708,"52788","JMS",3708,3.37108953613808,59.3153390388413
"TUMACO","Nariño",1981,9041,3308,17883,921,1157,205,649,115142,35145,"52835","JMS",35145,3.29207568644188,69.4768199266992
"TUQUERRES","Nariño",1906,1077,2184,3753,573,614,89,356,32670,10552,"52838","JMS",10552,5.81880212282032,67.7012549739822
"YACUANQUER","Nariño",512,1002,332,1479,105,143,26,92,7682,3691,"52885","JMS",3691,3.87428881062043,51.9526165061182
"ABREGO","NortedeSantander",374,3318,441,1557,166,215,19,99,19949,6189,"54003","OIZ",6189,3.47390531588302,68.9758885157151
"ARBOLEDAS","NortedeSantander",112,1246,426,1164,28,53,21,71,6483,3121,"54051","OIZ",3121,1.69817366228773,51.8587073885547
"BOCHALEMA","NortedeSantander",135,1059,319,1183,50,137,19,82,5751,2984,"54099","JMS",2984,4.5911528150134,48.11337158755
"BUCARASICA","NortedeSantander",55,815,257,275,28,52,10,47,4178,1539,"54109","OIZ",1539,3.37881741390513,63.1641933939684
"CACHIRA","NortedeSantander",122,2104,328,316,40,43,9,42,6850,3004,"54128","OIZ",3004,1.43142476697736,56.1459854014599
"CACOTA","NortedeSantander",32,408,93,237,33,33,5,15,2079,856,"54125","OIZ",856,3.85514018691589,58.8263588263588
"CHINACOTA","NortedeSantander",411,1586,1797,1069,292,271,14,176,10960,5616,"54172","MLR",5616,4.82549857549858,48.7591240875912
"CHITAGA","NortedeSantander",162,1965,241,577,76,121,29,107,7275,3278,"54174","OIZ",3278,3.69127516778523,54.9415807560137
"CONVENCION","NortedeSantander",702,622,365,876,133,138,16,73,14990,2925,"54206","JMS",2925,4.71794871794872,80.4869913275517
"CUCUTA","NortedeSantander",16795,51492,41467,54340,15965,11020,407,5276,505374,196762,"54001","JMS",196762,5.60067492706925,61.0660619659895
"CUCUTILLA","NortedeSantander",69,820,911,854,38,60,17,70,5945,2839,"54223","MLR",2839,2.11342021838676,52.2455845248108
"DURANIA","NortedeSantander",111,425,129,1196,35,57,9,54,4245,2016,"54239","JMS",2016,2.82738095238095,52.5088339222615
"EL CARMEN","NortedeSantander",237,989,72,1365,65,69,15,65,9740,2877,"54245","JMS",2877,2.39833159541189,70.4620123203285
"EL TARRA","NortedeSantander",816,74,96,1000,43,61,6,52,9103,2148,"54250","JMS",2148,2.83985102420857,76.4033834999451
"EL ZULIA","NortedeSantander",390,2203,1326,2258,299,303,49,172,19070,7000,"54261","JMS",7000,4.32857142857143,63.2931305715784
"GRAMALOTE","NortedeSantander",38,903,387,800,34,72,21,37,4729,2292,"54313","OIZ",2292,3.1413612565445,51.5330936773102
"HACARI","NortedeSantander",567,87,73,422,39,72,41,36,6370,1337,"54344","CL",1337,5.38519072550486,79.010989010989
"HERRAN","NortedeSantander",25,476,220,346,42,39,15,22,3270,1185,"54347","OIZ",1185,3.29113924050633,63.7614678899083
"LA ESPERANZA","NortedeSantander",163,1381,458,676,46,58,26,76,7876,2884,"54385","OIZ",2884,2.01109570041609,63.3824276282377
"LA PLAYA","NortedeSantander",107,588,206,479,38,75,10,46,6562,1549,"54398","OIZ",1549,4.84183344092963,76.3943919536727
"LABATECA","NortedeSantander",109,754,239,481,15,52,14,43,4719,1707,"54377","OIZ",1707,3.04628002343292,63.8270820089002
"LOS PATIOS","NortedeSantander",2112,8036,5373,6361,1967,1392,45,721,74525,26007,"54405","OIZ",26007,5.352405121698,65.1029855753103
"LOURDES","NortedeSantander",25,724,225,224,19,58,3,24,3120,1302,"54418","OIZ",1302,4.45468509984639,58.2692307692308
"MUTISCUA","NortedeSantander",54,551,320,193,29,42,16,24,2626,1229,"54480","OIZ",1229,3.41741253051261,53.1987814166032
"OCAÑA","NortedeSantander",3610,7773,3826,5105,1750,1199,694,539,71961,24496,"54498","OIZ",24496,4.89467668190725,65.9593390864496
"PAMPLONA","NortedeSantander",3461,5437,4605,2496,1398,1078,70,639,41439,19184,"54518","OIZ",19184,5.61926605504587,53.7054465600039
"PAMPLONITA","NortedeSantander",54,534,783,300,31,75,21,68,3617,1866,"54520","MLR",1866,4.01929260450161,48.410284766381
"PUERTO SANTANDER","NortedeSantander",100,1574,238,1224,25,59,27,65,11393,3312,"54553","OIZ",3312,1.78140096618357,70.9295181251646
"RAGONVALIA","NortedeSantander",66,771,371,576,49,69,9,38,5875,1949,"54599","OIZ",1949,3.54027706516162,66.8255319148936
"SALAZAR","NortedeSantander",130,893,992,1012,91,111,24,78,7509,3331,"54660","JMS",3331,3.33233263284299,55.6398987881209
"SAN CALIXTO","NortedeSantander",999,41,29,426,17,69,8,33,6704,1622,"54670","CL",1622,4.25400739827374,75.8054892601432
"SAN CAYETANO","NortedeSantander",150,745,297,889,71,96,6,58,6409,2312,"54673","JMS",2312,4.1522491349481,63.9257294429708
"SANTIAGO","NortedeSantander",46,402,392,666,19,44,6,11,3231,1586,"54680","JMS",1586,2.77427490542245,50.9130300216651
"SARDINATA","NortedeSantander",201,2561,991,1193,138,200,46,177,16809,5507,"54720","OIZ",5507,3.6317414200109,67.2377892795526
"SILOS","NortedeSantander",34,1135,98,188,34,52,12,40,3874,1593,"54743","OIZ",1593,3.26428123038293,58.8797108931337
"TEORAMA","NortedeSantander",933,153,168,514,21,57,6,33,8328,1885,"54800","CL",1885,3.02387267904509,77.3655139289145
"TIBU","NortedeSantander",1090,1277,1703,2962,277,310,44,206,28248,7869,"54810","JMS",7869,3.93950946753082,72.14316057774
"TOLEDO","NortedeSantander",207,2226,1294,748,95,206,54,165,11851,4995,"54820","OIZ",4995,4.12412412412412,57.8516580879251
"VILLA CARO","NortedeSantander",60,861,161,220,27,20,17,22,3596,1388,"54871","OIZ",1388,1.44092219020173,61.4015572858732
"VILLA DEL ROSARIO","NortedeSantander",1651,8903,3851,8553,1658,1209,62,673,74615,26560,"54874","OIZ",26560,4.5519578313253,64.403940226496
"COLON","Putumayo",251,356,430,668,40,63,8,10,3985,1826,"86219","JMS",1826,3.45016429353779,54.1781681304893
"MOCOA","Putumayo",2258,2363,3079,3653,805,589,36,157,32512,12940,"86001","JMS",12940,4.55177743431221,60.199311023622
"ORITO","Putumayo",1827,711,668,3304,579,245,40,153,24004,7527,"86320","JMS",7527,3.25494885080377,68.6427262122979
"PUERTO ASIS","Putumayo",1538,2303,2639,3404,589,550,40,254,37843,11317,"86568","JMS",11317,4.85994521516303,70.0948656290463
"PUERTO CAICEDO","Putumayo",326,190,489,1393,76,118,19,36,8272,2647,"86569","JMS",2647,4.45787684170759,68.0004835589942
"PUERTO GUZMAN","Putumayo",413,620,424,674,89,189,23,41,10298,2473,"86571","JMS",2473,7.64253942579862,75.9856282773354
"PUERTO LEGUIZAMO","Putumayo",330,1208,415,881,135,108,22,71,13346,3170,"86573","OIZ",3170,3.40694006309148,76.2475648134272
"SAN FRANCISCO","Putumayo",236,363,499,674,64,73,12,16,4485,1937,"86755","JMS",1937,3.76871450696954,56.8115942028985
"SAN MIGUEL (LA DORADA)","Putumayo",380,145,247,2003,141,80,17,45,10804,3058,"86757","JMS",3058,2.6160889470242,71.6956682710107
"SANTIAGO","Putumayo",216,240,528,733,66,41,15,13,5657,1852,"86760","JMS",1852,2.21382289416847,67.2617995403924
"SIBUNDOY","Putumayo",995,712,949,1257,180,159,8,42,9846,4302,"86749","JMS",4302,3.69595536959554,56.3071297989031
"VALLE DEL GUAMUEZ (LA HORMIGA)","Putumayo",1014,393,397,4940,244,211,31,105,21666,7335,"86865","JMS",7335,2.87661895023858,66.1451121572971
"VILLAGARZON","Putumayo",746,1235,1236,1153,157,176,27,97,14140,4827,"86885","MLR",4827,3.64615703335405,65.8628005657709
"ARMENIA","Quindío",15093,27648,17736,23552,14240,8228,414,3302,236387,110213,"63001","OIZ",110213,7.46554399208805,53.3760316768689
"BUENAVISTA","Quindío",93,290,244,400,160,54,11,28,2786,1280,"63111","JMS",1280,4.21875,54.0559942569993
"CALARCA","Quindío",2849,8636,3993,5582,2274,1686,108,986,55831,26114,"63130","OIZ",26114,6.45630696178295,53.2267020114273
"CIRCASIA","Quindío",1019,3331,1689,2556,854,627,54,326,21111,10456,"63190","OIZ",10456,5.99655700076511,50.4713182700962
"CORDOBA","Quindío",188,715,171,759,213,88,26,114,4815,2274,"63212","JMS",2274,3.8698328935796,52.7725856697819
"FILANDIA","Quindío",394,1200,924,1065,600,253,30,169,9842,4635,"63272","OIZ",4635,5.45846817691478,52.9059134322292
"GENOVA","Quindío",286,1153,534,819,123,107,22,92,7107,3136,"63302","OIZ",3136,3.41198979591837,55.8744899394963
"LA TEBAIDA","Quindío",1796,3581,1581,3141,936,640,256,612,26127,12543,"63401","OIZ",12543,5.10244758032369,51.9921919853026
"MONTENEGRO","Quindío",1304,4505,1867,3727,948,797,94,736,31843,13978,"63470","OIZ",13978,5.70181714122192,56.103382219012
"PIJAO","Quindío",234,1074,560,649,85,94,22,67,5976,2785,"63548","OIZ",2785,3.37522441651706,53.3969210174029
"QUIMBAYA","Quindío",1481,3146,2046,3580,777,663,65,472,28768,12230,"63594","JMS",12230,5.42109566639411,57.4874860956618
"SALENTO","Quindío",213,1070,281,568,259,153,9,64,5478,2617,"63690","OIZ",2617,5.84638899503248,52.2270901788974
"APIA","Risaralda",306,1911,1328,720,143,198,35,146,10259,4787,"66045","OIZ",4787,4.13620221433048,53.3385320206648
"BALBOA","Risaralda",114,1040,250,728,89,141,17,73,5409,2452,"66075","OIZ",2452,5.75040783034258,54.6681456831207
"BELEN DE UMBRIA","Risaralda",734,4182,2409,780,301,337,46,257,20783,9046,"66088","OIZ",9046,3.72540349325669,56.4740412837415
"DOSQUEBRADAS","Risaralda",8812,18718,14817,13390,6504,4697,251,2476,141950,69665,"66170","OIZ",69665,6.74226656140099,50.9228601620289
"GUATICA","Risaralda",252,2478,912,458,135,192,38,119,10134,4584,"66318","OIZ",4584,4.18848167539267,54.7661338069864
"LA CELIA","Risaralda",202,1141,893,387,81,104,25,96,6287,2929,"66383","OIZ",2929,3.55069989757596,53.4118021313822
"LA VIRGINIA","Risaralda",1610,3400,2682,3239,626,727,62,436,29774,12782,"66400","OIZ",12782,5.68768580816774,57.0699267817559
"MARSELLA","Risaralda",457,2653,1550,1070,256,310,50,205,15270,6551,"66440","OIZ",6551,4.73210196916501,57.0988867059594
"MISTRATO","Risaralda",400,1251,965,930,73,116,45,147,10418,3927,"66456","OIZ",3927,2.95390883626178,62.3056248800154
"PEREIRA","Risaralda",24768,47791,34409,33485,19315,11383,644,5362,377378,177157,"66001","OIZ",177157,6.4253741031966,53.0558220140019
"PUEBLO RICO","Risaralda",139,779,570,1158,62,78,34,61,8310,2881,"66572","JMS",2881,2.707393266227,65.3309265944645
"QUINCHIA","Risaralda",1677,2259,616,2410,408,514,112,476,19061,8472,"66594","JMS",8472,6.06704438149197,55.5532238602382
"SANTA ROSA DE CABAL","Risaralda",3327,8182,7499,4142,2178,1615,136,776,56234,27855,"66682","OIZ",27855,5.79788188835039,50.4659103033752
"SANTUARIO","Risaralda",316,1853,1501,861,216,181,47,145,12223,5120,"66687","OIZ",5120,3.53515625,58.1117565245848
"PROVIDENCIA","SanAndrés",29,324,23,570,71,60,9,5,3876,1091,"88564","JMS",1091,5.49954170485793,71.8524251805986
"SAN ANDRES","SanAndrés",672,2296,556,2664,733,538,18,104,41767,7581,"88001","JMS",7581,7.09668909114893,81.8493068690593
"AGUADA","Santander",16,293,60,118,20,18,1,3,1436,529,"68013","OIZ",529,3.40264650283554,63.1615598885794
"ALBANIA","Santander",46,460,388,334,22,32,11,25,3308,1318,"68020","OIZ",1318,2.42792109256449,60.1571946795647
"ARATOCA","Santander",186,1014,262,658,59,119,16,57,6190,2371,"68051","OIZ",2371,5.01897933361451,61.6962843295638
"BARBOSA","Santander",1358,2618,1301,2700,409,538,20,332,22974,9276,"68077","JMS",9276,5.79991375592928,59.6239226952207
"BARICHARA","Santander",228,861,505,486,118,160,14,81,6110,2453,"68079","OIZ",2453,6.52262535670607,59.8527004909984
"BARRANCABERMEJA","Santander",22201,10791,9170,20203,3869,2922,126,1775,155058,71057,"68081","CL",71057,4.11219162081146,54.1739220162778
"BETULIA","Santander",185,558,280,438,61,92,10,45,3871,1669,"68092","OIZ",1669,5.5122828040743,56.8845259622836
"BOLIVAR","Santander",187,1170,286,1371,56,132,24,88,8586,3314,"68101","JMS",3314,3.983101991551,61.4022827859306
"BUCARAMANGA","Santander",36688,48652,36395,51945,20053,13320,285,3929,475132,211267,"68001","JMS",211267,6.30481807381181,55.535093405622
"CABRERA","Santander",12,346,109,199,12,16,3,5,1607,702,"68121","OIZ",702,2.27920227920228,56.3161169881767
"CALIFORNIA","Santander",31,443,107,54,31,61,13,24,1573,764,"68132","OIZ",764,7.98429319371728,51.4303877940242
"CAPITANEJO","Santander",48,1050,438,265,30,38,4,52,4833,1925,"68147","OIZ",1925,1.97402597402597,60.1696668735775
"CARCASI","Santander",37,934,135,373,44,54,14,23,3644,1614,"68152","OIZ",1614,3.3457249070632,55.7080131723381
"CEPITA","Santander",22,406,44,324,7,26,4,10,1800,843,"68160","OIZ",843,3.08422301304864,53.1666666666667
"CERRITO","Santander",152,791,198,763,65,87,14,58,4499,2128,"68162","OIZ",2128,4.08834586466165,52.700600133363
"CHARALA","Santander",300,675,428,2474,93,192,24,63,9582,4249,"68167","JMS",4249,4.51871028477289,55.6564391567522
"CHARTA","Santander",69,961,180,404,29,43,6,8,3334,1700,"68169","OIZ",1700,2.52941176470588,49.0101979604079
"CHIMA","Santander",18,355,87,310,13,50,12,25,2348,870,"68176","OIZ",870,5.74712643678161,62.9471890971039
"CHIPATA","Santander",57,227,76,1055,21,67,8,32,4104,1543,"68179","JMS",1543,4.34219053791316,62.4025341130604
"CIMITARRA","Santander",1134,3348,1001,2644,370,443,214,487,26172,9641,"68190","OIZ",9641,4.59495902914635,63.1629222069387
"CONCEPCION","Santander",92,919,112,784,58,95,6,31,4786,2097,"68207","OIZ",2097,4.53028135431569,56.1847053907229
"CONFINES","Santander",51,389,247,189,17,41,5,23,2267,962,"68209","OIZ",962,4.26195426195426,57.5650639611822
"CONTRATACION","Santander",77,299,329,473,24,74,14,29,2770,1319,"68211","JMS",1319,5.61031084154663,52.3826714801444
"COROMORO","Santander",101,627,185,509,34,93,18,52,4047,1619,"68217","OIZ",1619,5.74428659666461,59.9950580677045
"CURITI","Santander",242,1461,602,925,149,168,14,86,8001,3647,"68229","OIZ",3647,4.60652591170825,54.4181977252843
"EL CARMEN","Santander",149,2825,668,876,85,172,39,131,10423,4945,"68235","OIZ",4945,3.47826086956522,52.5568454379737
"EL GUACAMAYO","Santander",20,344,85,215,12,24,3,17,1584,720,"68245","OIZ",720,3.33333333333333,54.5454545454545
"EL PEÑON","Santander",73,414,46,692,34,44,14,26,3174,1343,"68250","JMS",1343,3.27624720774386,57.6874606175173
"EL PLAYON","Santander",191,1918,756,1235,82,128,34,150,11266,4494,"68255","OIZ",4494,2.84824210057855,60.11006568436
"ENCINO","Santander",29,246,199,358,9,27,9,10,2040,887,"68264","JMS",887,3.04396843291996,56.5196078431373
"ENCISO","Santander",84,396,307,454,45,57,2,23,3198,1368,"68266","JMS",1368,4.16666666666667,57.2232645403377
"FLORIAN","Santander",69,407,81,1058,31,52,7,13,4965,1718,"68271","JMS",1718,3.0267753201397,65.3977844914401
"FLORIDABLANCA","Santander",13581,18942,18824,18057,6702,4957,157,1668,168816,82888,"68276","OIZ",82888,5.98035903870283,50.9003885887594
"GALAN","Santander",36,610,186,179,32,40,8,19,2471,1110,"68296","OIZ",1110,3.6036036036036,55.0789154188588
"GAMBITA","Santander",34,428,170,621,19,57,10,32,3193,1371,"68298","JMS",1371,4.15754923413567,57.0623238333855
"GIRON","Santander",7254,11370,9526,10281,2792,2731,81,931,97590,44966,"68307","OIZ",44966,6.07347773873593,53.9235577415719
"GUACA","Santander",48,1039,342,524,45,66,12,44,5171,2120,"68318","OIZ",2120,3.11320754716981,59.0021272481145
"GUADALUPE","Santander",92,630,851,240,29,41,4,38,4204,1925,"68320","MLR",1925,2.12987012987013,54.2102759276879
"GUAPOTA","Santander",41,213,231,221,15,25,5,28,1842,779,"68322","MLR",779,3.20924261874198,57.7090119435396
"GUAVATA","Santander",77,299,298,697,28,76,9,32,4446,1516,"68324","JMS",1516,5.0131926121372,65.901934322987
"GUEPSA","Santander",152,281,188,759,27,92,5,31,4027,1535,"68327","JMS",1535,5.99348534201954,61.8822945120437
"HATO","Santander",57,180,88,440,15,40,9,34,1784,863,"68344","JMS",863,4.63499420625724,51.6255605381166
"JESUS MARIA","Santander",50,323,292,350,15,56,5,20,3152,1111,"68368","JMS",1111,5.04050405040504,64.752538071066
"JORDAN","Santander",17,146,229,33,20,11,2,5,1018,463,"68370","MLR",463,2.37580993520518,54.5186640471513
"LA BELLEZA","Santander",62,1224,309,370,42,69,11,5,5182,2092,"68377","OIZ",2092,3.29827915869981,59.6294866846777
"LA PAZ","Santander",61,423,282,402,10,52,10,14,4077,1254,"68397","OIZ",1254,4.14673046251994,69.2420897718911
"LANDAZURI","Santander",210,1069,221,1270,58,155,25,130,9218,3138,"68385","JMS",3138,4.93945188017846,65.9579084400087
"LEBRIJA","Santander",959,5619,1805,3203,607,671,32,344,28034,13240,"68406","OIZ",13240,5.06797583081571,52.7716344438896
"LOS SANTOS","Santander",265,971,614,1146,191,190,22,115,8179,3514,"68418","JMS",3514,5.40694365395561,57.0363125076415
"MACARAVITA","Santander",15,522,136,155,6,14,5,4,2189,857,"68425","OIZ",857,1.63360560093349,60.8497030607583
"MALAGA","Santander",706,2690,1766,1219,282,343,18,165,14869,7189,"68432","OIZ",7189,4.77117818889971,51.6510861523976
"MATANZA","Santander",104,1265,351,411,50,83,18,35,4847,2317,"68444","OIZ",2317,3.58221838584376,52.1972354033423
"MOGOTES","Santander",181,1122,550,660,124,190,19,177,7339,3023,"68464","OIZ",3023,6.28514720476348,58.809102057501
"MOLAGAVITA","Santander",26,926,236,154,34,37,6,26,3571,1445,"68468","OIZ",1445,2.56055363321799,59.5351442173061
"OCAMONTE","Santander",67,663,187,501,40,67,7,29,3677,1561,"68498","OIZ",1561,4.29212043561819,57.5469132444928
"OIBA","Santander",354,1208,750,777,101,184,15,139,8124,3528,"68500","OIZ",3528,5.21541950113379,56.5731166912851
"ONZAGA","Santander",84,397,456,307,21,69,55,40,3793,1429,"68502","MLR",1429,4.82855143456963,62.3253361455312
"PALMAR","Santander",25,123,55,307,16,12,1,7,1308,546,"68522","JMS",546,2.1978021978022,58.256880733945
"PALMAS DEL SOCORRO","Santander",47,344,299,254,27,19,4,18,2412,1012,"68524","OIZ",1012,1.87747035573123,58.0431177446103
"PARAMO","Santander",94,491,305,279,61,97,6,34,2977,1367,"68533","OIZ",1367,7.09583028529627,54.0812898891501
"PIEDECUESTA","Santander",7183,11707,9320,9799,2920,2496,114,1277,93023,44816,"68547","OIZ",44816,5.56943948589789,51.8226675123357
"PINCHOTE","Santander",118,489,209,309,67,66,4,30,2917,1292,"68549","OIZ",1292,5.10835913312694,55.7079190949606
"PUENTE NACIONAL","Santander",426,1090,1162,1509,202,231,20,121,12323,4761,"68572","JMS",4761,4.85192186515438,61.3649273715816
"PUERTO PARRA","Santander",108,727,125,445,106,73,16,57,5211,1657,"68573","OIZ",1657,4.4055522027761,68.2018806371138
"PUERTO WILCHES","Santander",1656,2760,1353,2062,334,266,24,169,22147,8624,"68575","OIZ",8624,3.08441558441558,61.0601887388811
"RIONEGRO","Santander",452,3636,977,2628,246,436,29,256,21094,8660,"68615","OIZ",8660,5.03464203233256,58.9456717550014
"SABANA DE TORRES","Santander",819,2773,1243,1970,274,238,36,159,19187,7512,"68655","OIZ",7512,3.16826411075612,60.8484911658936
"SAN ANDRES","Santander",162,1191,395,1042,65,84,16,55,6944,3010,"68669","OIZ",3010,2.7906976744186,56.6532258064516
"SAN BENITO","Santander",30,286,111,478,17,38,5,20,2933,985,"68673","JMS",985,3.85786802030457,66.4166382543471
"SAN GIL","Santander",3140,4231,3036,3241,1242,1161,39,408,37904,16498,"68679","OIZ",16498,7.03721663231907,56.4742507387083
"SAN JOAQUIN","Santander",40,262,164,267,15,43,9,18,2185,818,"68682","JMS",818,5.25672371638142,62.5629290617849
"SAN JOSE DE MIRANDA","Santander",86,843,455,223,36,50,9,23,3863,1725,"68684","OIZ",1725,2.89855072463768,55.3455863318664
"SAN MIGUEL","Santander",19,442,139,191,22,42,13,9,2093,877,"68686","OIZ",877,4.78905359179019,58.0984233158146
"SAN VICENTE DE CHUCURI","Santander",1224,3685,1208,2094,305,538,43,313,24221,9410,"68689","OIZ",9410,5.7173219978746,61.1494157962099
"SANTA BARBARA","Santander",38,377,136,175,25,28,9,23,1853,811,"68705","OIZ",811,3.45252774352651,56.2331354560173
"SANTA HELENA DEL OPON","Santander",26,479,135,359,12,213,3,21,2989,1248,"68720","OIZ",1248,17.0673076923077,58.2469053195049
"SIMACOTA","Santander",147,984,226,915,48,96,19,64,5705,2499,"68745","OIZ",2499,3.84153661464586,56.1963190184049
"SOCORRO","Santander",988,2577,2479,2960,433,555,20,224,22206,10236,"68755","JMS",10236,5.42203985932005,53.9043501756282
"SUAITA","Santander",157,768,372,1349,82,173,11,93,8148,3005,"68770","JMS",3005,5.75707154742097,63.1197839960727
"SUCRE","Santander",91,1208,278,459,28,74,19,37,5917,2194,"68773","OIZ",2194,3.37283500455788,62.920398850769
"SURATA","Santander",65,693,165,374,29,35,15,33,2803,1409,"68780","OIZ",1409,2.48403122782115,49.7324295397788
"TONA","Santander",155,791,189,814,64,168,23,123,4873,2327,"68820","JMS",2327,7.21959604641169,52.2470757233737
"VALLE DE SAN JOSE","Santander",188,663,396,498,62,88,9,35,4381,1939,"68855","OIZ",1939,4.53842186694172,55.7406984706688
"VELEZ","Santander",588,1528,908,2120,213,420,24,355,15968,6156,"68861","JMS",6156,6.82261208576998,61.4478957915832
"VETAS","Santander",18,430,105,57,11,38,3,26,1430,688,"68867","OIZ",688,5.52325581395349,51.8881118881119
"VILLANUEVA","Santander",224,965,664,486,153,98,10,37,6217,2637,"68872","OIZ",2637,3.7163443306788,57.5840437510053
"ZAPATOCA","Santander",234,935,755,510,105,167,8,66,7120,2780,"68895","OIZ",2780,6.00719424460432,60.9550561797753
"BUENAVISTA","Sucre",162,859,122,2534,69,99,9,21,9190,3875,"70110","JMS",3875,2.55483870967742,57.8346028291621
"CAIMITO","Sucre",196,631,79,2841,24,64,10,31,8397,3876,"70124","JMS",3876,1.65118679050568,53.8406573776349
"CHALAN","Sucre",74,950,88,731,25,20,10,18,4352,1916,"70230","OIZ",1916,1.04384133611691,55.9742647058824
"COLOSO (RICAURTE)","Sucre",63,1208,74,1320,48,53,22,26,6486,2814,"70204","JMS",2814,1.88343994314144,56.6142460684551
"COROZAL","Sucre",2589,6042,857,6720,414,665,34,239,44135,17560,"70215","JMS",17560,3.7870159453303,60.2129828933953
"COVEÑAS","Sucre",288,1470,331,1947,96,141,16,63,10050,4352,"70221","JMS",4352,3.23988970588235,56.6965174129353
"EL ROBLE","Sucre",169,591,83,2033,26,90,19,21,7466,3032,"70233","JMS",3032,2.96833773087071,59.3892311813555
"GALERAS (NUEVA GRANADA)","Sucre",304,2293,349,2709,100,181,19,49,15009,6004,"70235","JMS",6004,3.01465689540306,59.9973349323739
"GUARANDA","Sucre",75,2458,114,1190,77,45,15,24,12014,3998,"70265","OIZ",3998,1.1255627813907,66.7221574829366
"LA UNION","Sucre",197,592,227,2171,55,86,12,14,9166,3354,"70400","JMS",3354,2.56410256410256,63.4082478725726
"LOS PALMITOS","Sucre",545,1986,270,4599,117,160,23,88,16691,7788,"70418","JMS",7788,2.05444273240883,53.3401234198071
"MAJAGUAL","Sucre",297,4424,288,4914,102,141,49,60,25071,10275,"70429","JMS",10275,1.37226277372263,59.0163934426229
"MORROA","Sucre",499,1899,226,2247,113,196,21,46,12154,5247,"70473","JMS",5247,3.73546788641128,56.8290274806648
"OVEJAS","Sucre",692,3412,195,4256,145,189,28,85,19495,9002,"70508","JMS",9002,2.099533437014,53.8240574506284
"PALMITO","Sucre",275,870,292,2006,63,62,13,32,9233,3613,"70523","JMS",3613,1.71602546360365,60.8686234160078
"SAMPUES","Sucre",710,3176,569,7554,379,377,43,124,29234,12932,"70670","JMS",12932,2.91524899474173,55.7638366285832
"SAN BENITO ABAD","Sucre",306,2590,204,3523,96,104,23,55,17776,6901,"70678","JMS",6901,1.50702796696131,61.1779927992799
"SAN JUAN DE BETULIA (BETULIA)","Sucre",258,1499,186,2587,80,156,13,39,10833,4818,"70702","JMS",4818,3.23785803237858,55.5247853780116
"SAN MARCOS","Sucre",513,4709,514,6243,290,442,56,126,40135,12893,"70708","JMS",12893,3.42821686186303,67.8759187741373
"SAN ONOFRE","Sucre",1069,2464,348,7192,156,196,52,164,39570,11641,"70713","JMS",11641,1.68370414912808,70.5812484205206
"SAN PEDRO","Sucre",422,2219,291,3614,138,297,40,72,15727,7093,"70717","JMS",7093,4.1872268433667,54.8992179055128
"SINCE","Sucre",546,2782,629,4672,209,445,36,121,24765,9440,"70742","JMS",9440,4.71398305084746,61.8816878659398
"SINCELEJO","Sucre",9148,25192,4220,22411,2582,3378,179,1057,184217,68167,"70001","OIZ",68167,4.95547699033257,62.9963575565773
"SUCRE","Sucre",162,3545,206,3440,85,90,25,46,19826,7599,"70771","OIZ",7599,1.18436636399526,61.6715424190457
"TOLU","Sucre",769,2570,499,4230,196,343,26,140,21937,8773,"70820","JMS",8773,3.90972301379232,60.0082053152209
"TOLUVIEJO","Sucre",322,1778,251,4714,82,176,17,43,17338,7383,"70823","JMS",7383,2.38385480157118,57.4172338216634
"ALPUJARRA","Tolima",43,1007,292,194,20,45,4,23,3585,1628,"73024","OIZ",1628,2.76412776412776,54.5885634588563
"ALVARADO","Tolima",211,897,229,1273,128,141,27,62,8110,2968,"73026","JMS",2968,4.75067385444744,63.403205918619
"AMBALEMA","Tolima",248,479,275,1334,72,100,8,80,6900,2596,"73030","JMS",2596,3.85208012326656,62.3768115942029
"ANZOATEGUI","Tolima",154,1792,169,301,58,79,19,53,7114,2625,"73043","OIZ",2625,3.00952380952381,63.1009277481023
"ARMERO (GUAYABAL)","Tolima",509,1244,455,1392,124,105,10,119,9969,3958,"73055","JMS",3958,2.65285497726124,60.2969204534056
"ATACO","Tolima",203,4445,274,953,101,108,39,77,14531,6200,"73067","OIZ",6200,1.74193548387097,57.3325992705251
"CAJAMARCA","Tolima",772,3837,810,820,424,452,47,260,15993,7422,"73124","OIZ",7422,6.09000269469146,53.5921965860064
"CARMEN DE APICALA","Tolima",233,1524,360,1449,88,183,8,86,8031,3931,"73148","OIZ",3931,4.65530399389468,51.0521728302827
"CASABIANCA","Tolima",93,1019,400,268,45,58,16,30,4763,1929,"73152","OIZ",1929,3.00673924313116,59.5003149275667
"CHAPARRAL","Tolima",880,6212,719,3574,357,511,65,262,36209,12580,"73168","OIZ",12580,4.06200317965024,65.2572564831948
"COELLO","Tolima",287,718,328,1170,112,98,14,49,7607,2776,"73200","JMS",2776,3.53025936599424,63.5072959116603
"COYAIMA","Tolima",1015,1663,382,2072,102,123,56,150,16594,5563,"73217","JMS",5563,2.21103721013841,66.4758346390262
"CUNDAY","Tolima",122,1626,394,578,37,117,9,27,7066,2910,"73226","OIZ",2910,4.02061855670103,58.8168695159921
